case_id,client_ref,district,intake_date,closure_date,status,category,priority,caseworker_id,contact_count
CC-2023-16566,Charles Sedgwick,Northgate,2023-06-26,2022-11-01,Closed,Appeal - panel,,W206,7
CC-2023-21809,Timothy Whitlock,Northgate,2023-07-07,2023-08-19,Closed,Standard,,W149,3
CC-2025-14045,Richard Iverson,Calder Central,2025-04-16,2025-08-13,Closed,Complex,High,W204,8
CC-2025-13738,Melissa Quill,Calder Central,2025-06-10,2025-07-01,Closed,Standard,High,W257,3
CC-2024-23507,Brian Whitlock,Ash Hill,2024-08-09,2024-07-01,Closed,expedited,Medium,W131,8
CC-2024-10328,Edward Ellery,Weybridge,01/15/2024,03/22/2023,Closed,Standard,,W200,2
CC-2023-19839,Lisa Grady,Calder Central,09/15/2023,11/05/2023,Closed,Standard case,,W121,3
CC-2023-16091,Paul Marsh,Ash Hill,2023-03-22,2023-04-04,Closed,normal,,W202,5
CC-2024-16924,Michael Vance,Weybridge,2024-08-11,2024-11-24,Closed,Appeal,Medium,W222,2
CC-2023-23772,Robert Bennett,Weybridge,2023-11-24,2024-01-23,Closed,Standard,,W186,1
CC-2024-20475,Timothy Thorne,Northgate,2024-09-01,2024-10-09,Closed,Standard,Medium,W158,5
CC-2023-14347,Amanda Ellery,Northgate,2023-09-07,2023-11-22,Closed,Appeal,,W108,1
CC-2025-12556,Michelle Alvarez,Ash Hill,2025-04-03,2025-04-23,Closed,Review,Low,W215,2
CC-2023-21091,Stephanie Pemberton,Weybridge,2023-12-15,2024-02-25,Closed,Complex - multi agency,,W249,5
CC-2023-18230,Jennifer Eastwood,Weybridge,12/27/2023,02/09/2024,Closed,Review,,W103,3
CC-2023-19812,Kenneth Lindquist,Calder Central,04/07/2023,07/08/2023,Closed,Complex,,W130,2
CC-2023-13925,Brian Blackwood,Ash Hill,2023-02-19,2023-04-13,Closed,Complex - multi agency,,W102,4
CC-2024-20250,Daniel Whitlock,Weybridge,2024-08-01,2024-08-25,Closed,std,Low,W239,5
CC-2025-17479,Steven Marsh,Weybridge,2025-07-17,2025-12-20,Closed,multi-agency,Medium,W205,4
CC-2023-23963,Betty Kessler,Calder Central,2023-08-12,2023-09-27,Closed,Standard,,W245,5
CC-2025-17867,Patricia Carver,Weybridge,03/11/2025,08/18/2025,Closed,Complex,Medium,W144,4
CC 2024 16404,JENNIFER MARSH,Weybridge,07/17/2024,07/21/2024,Closed,Expedited,Medium,W179,4
CC-2025-23856,Maria Yeardley,Calder Central,11/11/2025,11/30/2025,Closed,Expedited,Medium,W102,2
CC-2025-13594,Donna Sedgwick,Northgate,2025-09-04,2025-09-18,Closed,Expedited,Low,W130,4
CC-2025-10222,Barbara Eastwood,Weybridge,2025-10-19,,Open,Review,Low,W117,3
cc-2023-22380,David Whitlock,Ash Hill,04/04/2023,05/14/2023,Closed,Standard,,W178,6
CC-2023-15516,Deborah Quill,Northgate,2023-01-27,2023-06-07,Closed,Complex,,W145,4
CC-2023-23988,Donna Quill,Weybridge,2023-09-08,2023-10-13,Closed,Standard,,W231,5
CC202422402,Timothy Rasmussen,Calder Central,2024-10-12,2024-12-07,Closed,routine,High,W225,4
CC-2024-15789,Ronald Hollis,Calder Central,2024-08-25,2024-09-07,Closed,Standard,Medium,W205,1
CC-2025-12364,Kevin Yeardley,Calder Central,2025-02-01,2025-03-10,Closed,Complex,Low,W190,4
CC-2024-20156,Anthony Lindquist,Weybridge,2024-04-25,2024-05-23,Closed,normal,Medium,W147,4
CC-2023-11859,Margaret Hollis,Ash Hill,2023-03-20,2023-03-26,Closed,Expedited,,W193,2
CC-2025-20873,Mark Ellery,Northgate,2025-05-13,2025-06-23,Closed,Review,Low,W150,2
CC-2025-14196,Anthony Marsh,Calder Central,11/27/2025,,Open,Appeal,High,W220,3
CC-2023-10628,Betty Crowley,Northgate,"March 8, 2023","May 4, 2023",Closed,Standard,,W201,3
CC-2023-13236,Sandra Ashford,Calder Central,02/02/2023,05/31/2023,Closed,Complex - multi agency,,W163,4
CC-2024-15728,Charles Rasmussen,Northgate,"October 1, 2024","October 18, 2024",Closed,Expedited,Low,W103,4
CC-2023-14450,Donna Ashford,Calder Central,08/23/2023,09/02/2023,Closed,Standard,,W236,6
CC-2023-19464,Thomas Eastwood,Calder Central,2023-09-07,2023-10-04,Closed,Standard,,W245,8
CC-2025-16906,Jennifer Fowler,Weybridge,2025-02-15,2025-07-12,Closed,Complex,Medium,W150,3
CC-2024-20901,Paul Bennett,Northgate,2024-09-13,2025-02-04,Closed,Complex,Low,W203,8
CC-2024-16818,Daniel Okonkwo,Calder Central,07/07/2024,07/21/2024,Closed,standard - no issues,Medium,W187,3
CC-2025-12824,Timothy Ellery,Weybridge,10/17/2025,12/29/2025,Closed,standard,Low,W221,1
CC-2024-12322,Kimberly Lindquist,Weybridge,2024-10-22,2024-07-24,Closed,routine,Medium,W160,5
CC-2023-10004,Stephanie Bennett,Ash Hill,2023-05-05,2023-05-26,Closed,std,,W199,2
CC-2023-22365,Ashley Pemberton,Northgate,2023-05-16,2023-07-04,Closed,Complex,,W168,1
CC-2023-24052,Richard Alvarez,Calder Central,2023-05-28,2023-06-06,Closed,Expedited,,W256,8
CC-2025-15765,Deborah Eastwood,Calder Central,11/06/2025,12/14/2025,Closed,Appeal,Low,W178,3
CC202520677,Kenneth Hollis,Calder Central,2025-05-29,2024-07-01,Closed,Expedited,Low,W155,0
CC-2024-11022,Donna Kessler,Weybridge,"June 11, 2024","June 28, 2024",Closed,Standard,Low,W191,6
CC-2023-11733,Maria Hollis,Weybridge,"January 30, 2023","March 14, 2023",Closed,Standard,,W209,5
CC-2024-23613,Michelle Zamora,Weybridge,02/14/2024,03/02/2024,Closed,Standard,,W130,3
CC-2023-15746,Susan Bennett,Northgate,2023-03-01,2023-03-22,Closed,Expedited,,W148,5
CC-2024-23708,Sandra Crowley,Ash Hill,2024-08-29,2024-11-26,Closed,Complex,Low,W149,5
CC202315888,DEBORAH FOWLER,Weybridge,08/07/2023,09/05/2023,Closed,Standard,,W226,1
CC 2023 22041,Jason Carver,Calder Central,"December 16, 2023","March 14, 2024",Closed,Complex,,W158,2
CC-2024-13217,Amanda Delgado,Weybridge,2024-03-21,2024-06-06,Closed,multi-agency,Low,W135,5
CC-2025-20190,Jennifer Blackwood,Northgate,2025-08-10,2025-09-01,Closed,REVIEW,Low,W255,6
CC-2025-20295,Ashley Vance,Northgate,01/19/2025,04/02/2025,Closed,Standard,Medium,W165,6
CC-2025-18579,Michelle Quill,Northgate,2025-06-28,2025-08-28,Closed,Complex,High,W206,5
CC-2023-17883,Nancy Thorne,Northgate,01/23/2023,02/21/2023,Closed,Standard,,W124,5
CC-2023-15683,Patricia Blackwood,Calder Central,04/05/2023,04/29/2023,Closed,Standard,,W260,0
CC-2024-21199,Sarah Jarrett,Calder Central,09/10/2024,10/06/2024,Closed,standard - no issues,High,W124,4
CC-2024-12843,Timothy Whitlock,Calder Central,"June 5, 2024","July 28, 2024",Closed,REVIEW,Medium,W231,6
CC-2023-20280,Jennifer Pemberton,Calder Central,2023-08-21,2023-09-10,Closed,Expedited,,W196,3
CC-2025-16251,Ashley Ellery,Weybridge,2025-10-07,2025-12-28,Closed,Std.,Medium,W158,6
CC-2024-23713,Charles Delgado,Calder Central,2024-09-30,2024-10-06,Closed,Expedited,Low,W110,2
CC-2025-10953,JOSEPH WHITLOCK,Calder Central,2025-04-01,2025-06-15,Closed,Complex (referred),Medium,W189,4
CC-2024-20237,Margaret Zamora,Calder Central,2024-02-07,2024-03-10,Closed,Standard,,W237,4
CC-2023-19534,Robert Nakamura,Weybridge,2023-06-26,2023-07-11,Closed,Standard,,W256,4
CC-2023-12898,Thomas Iverson,Calder Central,2023-05-30,2023-06-25,Closed,Standard,,W255,2
CC-2025-11881,Melissa Nakamura,Weybridge,"June 6, 2025","October 19, 2025",Closed,Standard,Low,W230,4
CC-2024-18443,Charles Iverson,Weybridge,2024-04-09,2024-08-13,Closed,Complex,High,W136,4
CC-2023-12694,George Fowler,Calder Central,04/21/2023,05/13/2023,Closed,Standard,,W146,3
CC-2025-14524,Margaret Vance,Northgate,08/02/2025,09/17/2025,Closed,Complex,Medium,W260,1
CC-2024-22594,Sandra Nakamura,Ash Hill,"January 24, 2024","March 25, 2024",Closed,Complex,,W256,2
CC-2025-22417,Paul Crowley,Northgate,2025-06-13,2025-07-18,Closed,Standard,Medium,W118,2
CC-2023-11427,Jeffrey Alvarez,Ash Hill,2023-07-09,2023-07-31,Closed,Standard,,W106,5
CC-2025-15544,Jennifer Zamora,Calder Central,02/07/2025,03/29/2025,Closed,Standard,Low,W257,4
CC-2023-22218,Stephanie Sedgwick,Weybridge,2023-08-26,2023-09-29,Closed,Standard,,W202,3
CC-2024-18529,Kevin Thorne,Weybridge,"August 11, 2024","September 26, 2024",Closed,Standard,Low,W184,6
CC-2025-16068,Lisa Eastwood,Northgate,2025-05-15,2025-07-04,Closed,Review,Medium,W208,6
CC-2025-17346,Amanda Whitlock,Weybridge,2025-10-15,2025-12-05,Closed,Standard,Low,W157,2
CC-2023-18120,Sarah Alvarez,Northgate,2023-11-29,2024-02-05,Closed,Standard,,W142,3
cc-2024-22319,Kevin Iverson,Northgate,2024-10-30,2024-11-27,Closed,standard,Low,W228,2
CC-2025-16927,Jessica Quill,Weybridge,04/06/2025,06/02/2025,Closed,Standard,Medium,W193,2
CC-2024-14194,Michael Fowler,Weybridge,2024-10-19,2025-03-16,Closed,Complex (referred),Low,W175,0
CC-2023-21836,Stephanie Yeardley,Weybridge,2023-07-20,2023-08-18,Closed,Review,,W246,3
CC-2024-20458,Joseph Rasmussen,Weybridge,"June 20, 2024","July 26, 2024",Closed,Complex - multi agency,High,W127,2
CC-2024-15138,Maria Crowley,Calder Central,2024-12-03,2025-01-28,Closed,routine,Low,W252,4
CC-2024-22547,Stephanie Yeardley,Northgate,08/01/2024,10/14/2024,Closed,Complex,Medium,W249,2
CC-2024-22938,Charles Ellery,Weybridge,2024-08-01,2025-02-24,Closed,Complex - multi agency,Low,W185,5
CC-2023-18446,George Thorne,Calder Central,05/17/2023,06/19/2022,Closed,Complex,,W195,6
CC-2024-10510,Paul Yeardley,Calder Central,2024-09-03,2024-10-26,Closed,Complex,Medium,W110,3
CC-2023-22051,Thomas Rasmussen,Ash Hill,08/16/2023,09/17/2023,Closed,Review,,W130,2
CC-2025-20451,Betty Eastwood,Weybridge,2025-03-01,2025-06-14,Closed,Standard,Low,W114,2
CC-2023-23527,Michael Marsh,Northgate,2023-01-29,2023-03-13,Closed,Appeal,,W160,4
CC-2024-14978,Betty Zamora,Ash Hill,"June 14, 2024","July 12, 2024",Closed,Standard,Medium,W201,1
CC-2024-15541,Timothy Bennett,Ash Hill,05/22/2024,06/20/2024,Closed,std,High,W160,5
CC-2024-18556,Daniel Pemberton,Ash Hill,11/21/2024,01/20/2025,Closed,Standard,Medium,W212,2
CC-2023-11155,Steven Eastwood,Ash Hill,"February 4, 2023","July 1, 2024",Closed,Standard,,W156,6
CC-2024-23070,Nancy Ellery,Weybridge,2024-04-20,2024-04-27,Closed,standard,Medium,W170,4
CC-2024-21158,Deborah Zamora,Northgate,09/26/2024,10/27/2024,Closed,routine,Low,W116,3
CC-2023-19773,Kevin Yeardley,Weybridge,"December 8, 2023","January 14, 2024",Closed,Standard,,W238,3
CC-2025-16265,Andrew Eastwood,Northgate,"May 7, 2025","May 30, 2025",Closed,Standard,Medium,W163,1
CC-2024-22028,Ashley Lindquist,Northgate,06/08/2024,08/23/2024,Closed,Complex,Low,W179,0
CC-2023-23176,Betty Kessler,Calder Central,2023-06-26,2023-07-28,Closed,Standard case,,W121,3
CC-2023-22519,Nancy Blackwood,Calder Central,"October 2, 2023","November 29, 2023",Closed,Standard case,,W149,3
CC-2023-16117,David Rasmussen,Calder Central,"September 15, 2023","October 18, 2023",Closed,Std.,,W219,0
CC-2025-10652,Mark Danvers,Calder Central,"December 10, 2025",,Open,Complex,Low,W113,1
CC-2024-11635,Thomas Kessler,Calder Central,"June 30, 2024","July 12, 2024",Closed,Expedited,Medium,W165,3
CC-2025-13731,Barbara Crowley,Weybridge,"December 15, 2025",,Open,Expedited,Low,W164,5
CC-2023-10130,Kevin Rasmussen,Ash Hill,2023-05-07,2023-05-27,Closed,normal,,W255,3
CC-2025-19626,Michael Vance,Ash Hill,2025-08-24,2025-12-04,Closed,Complex,Low,W245,4
CC-2025-20640,Donna Eastwood,Ash Hill,2025-10-25,2025-12-22,Closed,app,High,W239,2
CC-2025-19636,Sarah Vance,Northgate,"April 5, 2025","May 24, 2025",Closed,Complex,Low,W212,0
cc-2024-23343,Margaret Fowler,Northgate,11/06/2024,01/07/2025,Closed,Appeal,Medium,W235,4
CC-2023-14129,Richard Marsh,Calder Central,2023-07-24,2023-08-22,Closed,Standard,,W174,4
CC-2025-23065,Richard Pemberton,Weybridge,06/20/2025,11/15/2025,Closed,Complex,Low,W250,4
CC-2024-23574,Kevin Whitlock,Weybridge,2024-05-09,2024-06-04,Closed,Standard,Medium,W187,7
CC-2023-12488,George Vance,Northgate,2023-01-09,2023-02-21,Closed,Appeal,,W112,0
CC-2025-10217,Kenneth Crowley,Ash Hill,2025-09-10,2025-10-12,Closed,Complex,Medium,W184,4
CC-2024-15088,Susan Underhill,Ash Hill,"July 30, 2024","October 16, 2024",Closed,Complex - multi agency,Low,W233,0
CC-2025-14746,Susan Underhill,Northgate,09/28/2025,,Open,Complex,Low,W260,3
CC-2025-10156,Thomas Eastwood,Weybridge,2025-12-27,,Open,Standard,Medium,W192,4
CC-2023-18654,Anthony Whitlock,Northgate,12/23/2023,01/20/2024,Closed,Standard,,W130,1
CC-2023-20907,Kimberly Sedgwick,Calder Central,"May 8, 2023","May 19, 2023",Closed,Expedited,,W109,8
CC-2023-17810,Patricia Grady,Calder Central,2023-03-11,2022-12-20,Closed,rev,,W175,4
CC-2025-18767,Sandra Carver,Weybridge,12/26/2025,,Open,Complex,Low,W184,5
CC-2024-15779,Robert Bennett,Calder Central,10/08/2024,10/24/2024,Closed,Expedited,Low,W174,3
CC-2023-22018,Stephanie Vance,Weybridge,"September 19, 2023","October 7, 2023",Closed,Standard,,W102,4
CC-2023-14962,Barbara Kessler,Northgate,"October 5, 2023","October 23, 2023",Closed,Expedited,,W210,5
CC-2023-11599,Karen Delgado,Calder Central,"February 2, 2023","February 24, 2023",Closed,Expedited,,W230,2
CC-2023-23319,Steven Pemberton,Northgate,07/19/2023,08/10/2023,Closed,Standard,,W256,3
CC-2023-23994,Michael Pemberton,Ash Hill,2023-02-21,2023-04-02,Closed,Review,,W214,4
CC-2023-18825,Steven Lindquist,Weybridge,2023-08-23,2023-10-11,Closed,Review,,W259,4
CC-2024-22632,George Carver,Weybridge,2024-06-26,2024-08-21,Closed,appeal,Low,W258,2
CC-2023-11974,Charles Pemberton,Calder Central,2023-12-08,2024-02-03,Closed,Standard,,W172,4
CC-2025-12816,David Thorne,Weybridge,2025-07-13,2025-08-12,Closed,Expedited,Low,W218,3
CC-2024-23928,Donna Bennett,Weybridge,"August 25, 2024","December 22, 2024",Closed,standard - no issues,Low,W170,6
CC-2025-21912,Sandra Okonkwo,Calder Central,2025-03-24,2025-04-23,Closed,Review,Low,W184,1
CC-2025-22404,Donna Zamora,Weybridge,05/19/2025,09/02/2025,Closed,Complex,Medium,W253,5
CC-2025-17823,Mark Bennett,Ash Hill,07/24/2025,08/27/2025,Closed,Standard,Medium,W194,4
CC-2024-12856,Deborah Fowler,Ash Hill,"May 29, 2024","June 18, 2024",Closed,Standard,Low,W166,4
CC-2023-17854,Thomas Carver,Northgate,07/14/2023,07/29/2023,Closed,standard,,W138,0
CC-2024-13250,Margaret Ellery,Weybridge,2024-01-26,2024-03-01,Closed,Complex,,W218,4
CC-2023-10212,Melissa Sedgwick,Northgate,2023-03-17,2023-05-10,Closed,Appeal,,W161,4
CC-2025-17366,Betty Blackwood,Calder Central,09/06/2025,09/26/2025,Closed,URGENT,Low,W113,4
CC-2023-19044,Patricia Alvarez,Calder Central,2023-10-14,2024-07-01,Closed,Complex,,W181,3
CC-2025-10822,Edward Whitlock,Calder Central,12/28/2025,,Open,Expedited,Medium,W216,0
CC-2023-23229,Michael Rasmussen,Northgate,2023-07-26,2023-08-10,Closed,Expedited,,W125,1
CC-2024-11431,Donna Alvarez,Weybridge,2024-02-22,2024-05-12,Closed,Complex,,W118,7
CC-2023-13005,Nancy Ashford,Ash Hill,2023-07-06,2023-09-17,Closed,Review,,W231,5
CC-2024-17507,Thomas Iverson,Weybridge,"April 22, 2024","April 28, 2024",Closed,Expedited,Low,W100,2
CC-2023-10799,Barbara Alvarez,Weybridge,2023-11-12,2023-12-22,Closed,Std.,,W101,5
CC-2023-19007,Kimberly Yeardley,Calder Central,2023-09-09,2023-10-25,Closed,Standard,,W147,5
CC-2023-12240,Joseph Lindquist,Ash Hill,12/25/2023,01/13/2024,Closed,Standard,,W256,4
CC-2023-13625,Jessica Grady,Weybridge,07/28/2023,09/16/2022,Closed,Review,,W188,10
CC-2023-18190,Nancy Nakamura,Calder Central,2023-09-16,2023-08-11,Closed,REVIEW,,W230,3
CC-2023-15382,Jason Danvers,Calder Central,2023-06-17,2023-05-09,Closed,Standard,,W119,7
CC-2025-11192,James Kessler,Ash Hill,2025-02-16,2025-02-24,Closed,fast track,Low,W117,1
CC-2025-15604,Nancy Bennett,Calder Central,"May 12, 2025","June 23, 2025",Closed,Standard,Low,W128,0
CC-2024-22112,George Ellery,Ash Hill,2024-09-14,2024-07-01,Closed,Appeal - panel,High,W116,5
CC-2024-22677,Karen Bennett,Calder Central,12/10/2024,12/26/2024,Closed,Review,Medium,W223,5
CC-2024-16116,Joshua Thorne,Weybridge,2024-07-27,2024-07-01,Closed,Review,Medium,W225,3
CC-2023-16350,Deborah Crowley,Calder Central,2023-10-31,2023-12-08,Closed,routine,,W199,0
CC-2024-17726,Linda Rasmussen,Calder Central,2024-08-02,2024-08-20,Closed,Expedited,Low,W166,4
CC-2023-23146,David Whitlock,Weybridge,2023-09-05,2024-07-01,Closed,Standard,,W129,6
CC-2025-18073,Linda Eastwood,Calder Central,2025-08-24,2025-09-25,Closed,Standard,Medium,W180,3
CC-2025-20010,Emily Delgado,Calder Central,05/08/2025,07/21/2024,Closed,Complex,Medium,W260,3
CC-2025-11524,William Pemberton,Calder Central,2025-12-27,,Open,Complex,Low,W156,5
CC-2024-18506,Joshua Bennett,Ash Hill,08/19/2024,10/15/2023,Closed,routine,Low,W245,4
CC-2024-21417,Emily Jarrett,Calder Central,07/10/2024,10/03/2024,Closed,complicated,Low,W184,1
CC-2023-20960,William Iverson,Calder Central,09/24/2023,11/02/2023,Closed,Appeal,,W238,4
CC-2025-19482,Kenneth Carver,Calder Central,2025-07-06,2025-07-23,Closed,standard,Medium,W146,6
CC-2024-13907,Lisa Crowley,Northgate,2024-09-14,2024-10-06,Closed,Standard,High,W132,2
CC-2024-11923,Karen Marsh,Calder Central,"May 11, 2024","May 27, 2024",Closed,routine,Low,W128,7
CC-2025-18988,David Lindquist,Northgate,"July 19, 2025","July 30, 2025",Closed,Expedited,Medium,W186,3
CC-2024-13543,Kimberly Okonkwo,Weybridge,2024-06-11,2024-06-29,Closed,routine,Low,W107,3
CC-2024-18796,Betty Quill,Weybridge,11/22/2024,04/15/2025,Closed,Review,Low,W246,6
CC-2023-13143,Jason Hollis,Ash Hill,2023-03-07,2023-04-01,Closed,Review,,W124,8
CC-2025-17795,Thomas Ashford,Northgate,2025-07-13,2025-09-07,Closed,periodic review,Low,W128,3
CC-2025-22750,Jennifer Carver,Weybridge,2025-11-09,2025-12-31,Closed,Std.,Low,W188,7
CC 2025 21248,Margaret Thorne,Calder Central,2025-10-05,2025-11-10,Closed,Review,Medium,W146,5
CC-2024-10199,Linda Marsh,Calder Central,2024-08-25,2024-09-28,Closed,Complex,Medium,W134,4
CC-2024-21957,Mark Grady,Calder Central,09/28/2024,10/13/2024,Closed,Expedited,Low,W242,3
CC-2023-17161,Jennifer Lindquist,Weybridge,2023-08-22,2023-09-05,Closed,Expedited,,W166,4
CC-2024-10678,Deborah Jarrett,Weybridge,2024-02-07,2024-02-23,Closed,Expedited,,W247,0
CC-2024-12687,Emily Delgado,Northgate,10/17/2024,02/05/2025,Closed,Complex,Low,W106,3
CC-2023-22708,Kimberly Eastwood,Calder Central,2023-01-10,2023-01-22,Closed,Expedited,,W118,3
CC-2025-10102,Anthony Whitlock,Calder Central,2025-04-29,2025-05-15,Closed,standard - no issues,Medium,W157,2
CC 2025 20648,Sarah Nakamura,Calder Central,2025-07-27,2025-08-09,Closed,Expedited,Medium,W113,1
CC-2024-13633,David Yeardley,Ash Hill,2024-02-18,2024-03-16,Closed,Standard,,W131,2
CC-2024-15667,David Iverson,Calder Central,2024-08-31,2024-11-20,Closed,Complex,Medium,W150,4
CC-2024-22183,Barbara Crowley,Northgate,2024-10-30,2024-11-21,Closed,Standard,Low,W242,0
CC-2025-12468,Kevin Whitlock,Northgate,2025-05-04,2025-06-29,Closed,Complex,High,W109,2
CC-2023-22494,Thomas Vance,Weybridge,03/22/2023,07/18/2023,Closed,Complex,,W244,6
CC-2024-11976,Betty Bennett,Weybridge,2024-10-04,2024-12-13,Closed,STANDARD,Low,W129,8
CC-2024-18828,Timothy Ashford,Ash Hill,12/01/2024,01/17/2025,Closed,Appeal,Low,W175,1
CC-2024-14606,Betty Ellery,Calder Central,"February 11, 2024","March 13, 2024",Closed,Standard,,W174,8
 CC-2025-21912 ,Sandra Okonkwo,Calder Central,2025-03-24,2025-04-23,Closed,Review,Low,W184,2
CC-2025-11883,Joseph Delgado,Ash Hill,05/23/2025,06/25/2025,Closed,Complex,Medium,W141,4
CC-2023-14140,Jason Alvarez,Weybridge,02/11/2023,04/04/2023,Closed,Review,,W227,3
CC-2025-11700,Barbara Carver,Calder Central,2025-02-05,2025-02-26,Closed,Standard case,Low,W108,6
CC-2024-23624,Jason Whitlock,Ash Hill,2024-07-06,2024-07-17,Closed,Standard,Low,W237,1
CC-2023-14219,Karen Grady,Weybridge,09/20/2023,11/03/2023,Closed,Standard,,W126,5
CC-2023-17466,Michael Kessler,Ash Hill,"February 15, 2023","March 4, 2023",Closed,Standard,,W255,3
CC-2024-20099,Joshua Kessler,Northgate,2024-08-12,2024-09-18,Closed,Appeal,Low,W244,3
CC-2024-16480,Susan Ashford,Ash Hill,2024-12-24,2025-01-13,Closed,Standard,High,W176,6
CC-2024-12126,Michael Ellery,Calder Central,"February 26, 2024","April 3, 2024",Closed,Standard,,W148,7
CC-2023-19048,Timothy Blackwood,Northgate,2023-12-14,2024-01-07,Closed,Standard,,W149,7
CC-2024-18524,Andrew Ashford,Northgate,05/02/2024,05/12/2024,Closed,Expedited - urgent,Medium,W130,5
CC-2024-14251,George Ellery,Calder Central,05/17/2024,06/21/2024,Closed,Standard,Medium,W168,3
CC-2024-13727,Carol Blackwood,Calder Central,2024-05-05,2024-08-05,Closed,appeals,Low,W157,7
CC-2023-10618,Paul Crowley,Calder Central,02/15/2023,03/26/2023,Closed,Review,,W143,4
CC-2023-16092,Melissa Quill,Ash Hill,09/11/2023,10/11/2023,Closed,Standard,,W195,5
CC-2025-16885,Jeffrey Carver,Weybridge,2025-12-04,,Open,Expedited,Low,W137,0
CC-2023-10741,Susan Marsh,Weybridge,2023-09-29,2023-12-30,Closed,Complex - multi agency,,W245,8
CC-2025-11918,Ashley Quill,Northgate,2025-11-19,2024-07-01,Closed,Standard,Low,W200,3
CC-2025-20120,Emily Whitlock,Calder Central,10/07/2025,12/01/2025,Closed,Annual review,Medium,W172,0
CC-2024-12323,Anthony Danvers,Northgate,2024-12-06,2025-02-15,Closed,Complex,Medium,W142,8
CC-2025-18912,Kimberly Ellery,Ash Hill,12/08/2025,,Open,Complex,High,W113,2
CC-2023-22435,Emily Sedgwick,Weybridge,2023-09-13,2023-11-15,Closed,Standard,,W219,0
 CC-2023-15934 ,Kimberly Hollis,Northgate,2023-05-14,2023-05-20,Closed,Expedited,,W124,1
CC-2024-19837,Brian Whitlock,Northgate,2024-12-08,2025-01-10,Closed,Standard,Low,W121,5
CC-2023-19162,Sarah Nakamura,Northgate,2023-05-17,2023-07-04,Closed,Standard,,W131,6
CC-2025-19871,Steven Whitlock,Ash Hill,2025-12-10,,Open,normal,Low,W255,2
CC-2025-10549,Jessica Iverson,Northgate,2025-12-24,,Open,Standard,Medium,W233,4
CC-2024-13057,Andrew Carver,Ash Hill,09/26/2024,10/30/2024,Closed,Standard,Medium,W149,3
CC-2023-13451,Joseph Underhill,Northgate,2023-09-15,2024-07-01,Closed,Standard case,,W244,0
CC-2025-22463,Kimberly Rasmussen,Weybridge,2025-09-16,2025-11-02,Closed,Standard,Medium,W143,5
CC-2025-20245,Elizabeth Crowley,Calder Central,03/20/2025,04/09/2025,Closed,std,Low,W120,3
CC-2024-19304,Michael Underhill,Calder Central,2024-05-23,2024-07-01,Closed,app,Medium,W128,2
CC-2024-22102,Thomas Danvers,Northgate,05/25/2024,08/01/2024,Closed,complex,Medium,W106,3
CC-2024-14929,William Yeardley,Calder Central,03/17/2024,04/03/2024,Closed,Standard,Medium,W179,3
CC-2023-23390,Margaret Grady,Weybridge,06/17/2023,07/03/2023,Closed,Expedited,,W221,2
CC-2024-17807,Elizabeth Bennett,Northgate,2024-10-30,2024-12-12,Closed,Review,Medium,W188,2
CC-2024-16699,Barbara Kessler,Northgate,04/06/2024,05/16/2024,Closed,standard - no issues,Medium,W151,9
CC-2025-23427,Nancy Thorne,Northgate,2025-10-04,,Open,Complex,Low,W113,5
CC-2023-15759,Sandra Bennett,Northgate,12/27/2023,01/17/2024,Closed,Standard,,W101,1
CC-2025-16777,Michelle Crowley,Weybridge,2025-11-17,2025-12-09,Closed,Expedited,Medium,W132,3
CC-2023-10534,Susan Nakamura,Calder Central,08/17/2023,09/27/2023,Closed,Complex,,W241,1
 CC-2024-11462 ,Robert Kessler,Calder Central,"March 20, 2024","May 31, 2024",Closed,routine,Low,W224,5
CC-2024-11035,Daniel Ellery,Calder Central,09/24/2024,11/03/2024,Closed,Complex,High,W137,6
CC-2023-18479,Donna Iverson,Calder Central,04/01/2023,05/30/2023,Closed,STANDARD,,W125,4
CC-2025-11001,Jennifer Grady,Calder Central,06/28/2025,07/29/2025,Closed,Standard,High,W233,2
CC-2023-21979,Emily Jarrett,Calder Central,07/11/2023,08/01/2023,Closed,Appeal,,W120,1
CC-2023-10171,Robert Eastwood,Ash Hill,06/29/2023,07/13/2023,Closed,Standard,,W119,4
CC-2024-22255,Anthony Delgado,Weybridge,2024-01-10,2024-04-12,Closed,Complex,,W141,5
CC-2023-15334,Elizabeth Carver,Ash Hill,2023-04-21,2023-05-16,Closed,Standard,,W143,7
CC-2024-11444,Emily Quill,Calder Central,2024-09-03,2024-09-29,Closed,Standard,Low,W117,6
CC-2024-13275,Emily Sedgwick,Northgate,2024-09-05,2024-09-11,Closed,Expedited,Medium,W106,5
CC-2023-10460,Emily Thorne,Northgate,"October 9, 2023","August 25, 2023",Closed,standard,,W243,1
CC-2024-22419,Jeffrey Zamora,Calder Central,2024-11-12,2024-11-29,Closed,Standard,Medium,W140,3
CC202516564,Richard Yeardley,Calder Central,"January 10, 2025","March 29, 2025",Closed,Standard,Medium,W185,5
CC-2024-21013,Ashley Eastwood,Ash Hill,2024-01-07,2024-01-20,Closed,std,,W133,0
CC-2025-13979,William Zamora,Ash Hill,2025-01-06,2025-03-26,Closed,Complex,Medium,W137,3
CC-2025-18975,Emily Alvarez,Weybridge,11/17/2025,,Open,multi-agency,High,W155,3
CC-2024-18259,Kimberly Whitlock,Weybridge,"February 3, 2024","January 28, 2024",Closed,Complex,,W109,2
